100
6.046603,9.405091
6.645601,4.377142
4.246375,6.868231
0.656370,1.565193
0.969695,3.009119
5.152126,8.136400
2.142639,3.806572
3.180582,4.688898
2.830342,2.931019
6.790847,2.185531
2.031869,3.608714
5.706733,8.624914
2.931142,2.970826
7.525730,2.065827
8.653350,6.967192
5.238203,0.283031
1.583283,6.072534
9.752416,0.794536
5.948086,0.591207
6.920246,3.015227
1.732662,5.410999
5.441556,2.785076
4.231522,5.305857
2.535405,2.820810
7.886049,3.618055
8.805431,2.971123
8.943617,0.974546
9.769169,0.742910
2.222894,6.810783
2.415151,3.115224
9.328464,7.418490
8.010550,7.302315
1.829249,4.283571
8.969920,6.826535
9.789294,9.222123
0.908373,4.931420
9.269868,9.549454
3.479540,6.908388
7.109072,5.637796
6.494895,5.517650
7.558235,4.038033
1.306511,9.859647
8.963417,3.220840
7.211478,6.445398
0.855205,6.695753
6.227283,3.696928
2.368225,5.352819
1.872461,2.388407
6.280982,1.267529
2.813303,4.103228
4.349125,6.250950
5.501469,6.236088
7.291807,8.305339
0.005138,7.360686
3.999838,4.978681
6.039781,4.096183
0.296713,0.019039
0.028430,9.158213
5.898342,5.593924
8.154052,8.780118
4.584425,6.001656
0.262652,8.458328
2.496932,6.417843
2.474666,1.736558
5.926238,8.143946
6.938381,0.303225
5.392101,9.756748
7.507631,2.940063
7.531613,1.509640
3.557673,8.319309
2.318300,6.278346
4.983943,0.898361
0.251940,3.922162
5.893831,9.296116
5.720868,5.885763
4.117627,5.525804
4.916074,9.579539
7.972085,1.073811
7.830350,3.932510
1.304138,1.900328
7.398258,6.540414
0.983838,5.203803
0.997297,1.518434
0.761903,3.152081
1.596509,1.378041
3.226107,5.390745
5.708516,5.127818
6.841751,6.530402
5.244998,6.542701
7.163684,6.366442
0.128259,0.306822
0.980309,3.691117
8.264541,3.476817
3.443150,2.529998
2.164711,5.550021
4.020708,5.064971
1.686797,3.313683
8.279281,7.002879
0.579263,9.991595
4.115404,1.116746
