1000
0.000000,0.000000
0.000000,0.000000
13.682825,626.321641
66.612417,75.860581
0.000000,0.000000
293.225418,566.302255
452.473972,490.362227
450.378123,825.359767
0.000000,0.000000
662.958689,790.845346
0.000000,0.000000
0.000000,0.000000
464.496836,535.417960
149.376329,182.598932
0.000000,0.000000
186.567384,288.586234
0.000000,0.000000
25.901869,330.776713
0.000000,0.000000
66.513766,855.557766
0.000000,0.000000
0.000000,0.000000
412.717290,893.052061
0.000000,0.000000
208.110268,480.666374
558.556172,851.022079
0.000000,0.000000
264.210808,302.035822
319.325869,498.987083
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
112.610867,811.996706
708.315061,848.776499
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
158.425926,845.376329
0.000000,0.000000
411.088755,545.973825
460.087115,521.416328
0.000000,0.000000
0.000000,0.000000
278.554169,456.276015
225.043928,715.160009
427.777174,533.097858
0.000000,0.000000
0.000000,0.000000
331.840107,778.200673
604.739343,686.645146
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
507.656497,559.701132
0.000000,0.000000
781.800398,913.124078
314.525535,525.970359
0.000000,0.000000
186.395543,249.050005
0.000000,0.000000
148.355658,181.333664
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
454.899203,529.169960
184.011517,586.144283
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
599.148289,972.113183
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
55.938085,968.195522
439.480823,893.743524
0.000000,0.000000
672.296276,745.476929
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
69.564205,999.660823
0.000000,0.000000
307.619342,688.607526
0.000000,0.000000
102.443826,760.774713
365.205057,371.343755
0.000000,0.000000
876.844461,991.176099
0.000000,0.000000
0.000000,0.000000
413.447648,432.967566
448.751518,591.635261
18.234059,364.921188
657.554240,745.180311
189.513770,938.809747
0.000000,0.000000
240.855961,543.852501
560.288570,829.435514
113.094192,606.279777
0.000000,0.000000
245.288204,438.972446
0.000000,0.000000
0.000000,0.000000
363.513907,794.790382
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
435.148352,461.182883
135.718043,957.015052
293.491200,859.474979
0.000000,0.000000
0.000000,0.000000
787.558224,992.574294
0.000000,0.000000
800.437128,985.856409
15.309353,932.689700
262.994975,880.216022
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
338.837011,544.694558
545.525232,680.056129
157.122487,769.657000
0.000000,0.000000
478.570559,755.276183
0.000000,0.000000
77.815180,888.740345
0.000000,0.000000
0.000000,0.000000
623.168358,798.573596
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
430.155588,647.680045
0.000000,0.000000
315.815576,671.770787
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
209.113687,555.821971
0.000000,0.000000
0.000000,0.000000
120.392420,458.301299
62.538288,358.028626
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
382.071124,956.279551
389.194785,568.895000
743.408586,752.694288
174.442620,441.302357
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
683.650943,890.861436
354.215818,853.789197
0.000000,0.000000
248.590751,807.224451
0.000000,0.000000
428.304467,572.525536
314.199898,885.457673
380.090323,873.291421
14.430225,882.900196
249.101516,703.639046
0.000000,0.000000
483.667650,571.607475
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
285.242376,817.000730
0.000000,0.000000
228.422993,842.996029
17.115717,739.602546
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
213.087752,555.558587
0.000000,0.000000
179.824908,662.753465
93.351823,830.809306
0.000000,0.000000
247.304797,310.872990
460.277909,529.315536
0.000000,0.000000
310.796944,643.190231
119.718039,367.535938
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
186.433202,746.412166
0.000000,0.000000
448.706026,657.482073
648.238750,832.346234
228.377347,908.529198
112.139654,221.049293
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
270.123040,795.448094
0.000000,0.000000
212.720386,673.903786
0.000000,0.000000
335.888550,908.495867
0.000000,0.000000
0.000000,0.000000
268.607089,693.007856
171.721147,833.756243
261.565132,493.751923
0.000000,0.000000
0.000000,0.000000
0.862325,957.872088
171.781045,829.356700
0.000000,0.000000
0.000000,0.000000
13.987034,181.977029
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
177.016425,224.758974
0.000000,0.000000
0.000000,0.000000
291.395165,680.267734
0.000000,0.000000
699.613309,986.170131
0.000000,0.000000
0.000000,0.000000
25.094213,590.364323
0.000000,0.000000
751.760993,887.320037
0.000000,0.000000
0.000000,0.000000
396.654401,440.470225
0.000000,0.000000
0.000000,0.000000
496.229222,986.347237
727.069968,795.654894
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
157.267283,812.103474
477.866813,807.061622
684.045186,703.628220
0.000000,0.000000
339.691104,516.425207
258.799204,472.892619
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
13.694116,878.084857
158.511722,623.982528
187.560302,857.418940
68.441535,313.686631
0.000000,0.000000
179.408922,857.767915
0.000000,0.000000
0.000000,0.000000
220.278116,837.507053
0.000000,0.000000
0.000000,0.000000
437.180144,758.255640
391.383312,501.517198
0.000000,0.000000
179.512264,983.091804
0.000000,0.000000
189.526585,739.940605
0.000000,0.000000
0.000000,0.000000
53.926731,980.316291
153.141989,596.688578
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
595.962334,941.389705
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
464.556946,578.621324
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
23.742492,33.731813
513.779285,682.541644
0.000000,0.000000
144.916763,148.976397
0.000000,0.000000
296.765741,368.348515
0.000000,0.000000
234.433513,440.366828
0.000000,0.000000
480.110838,706.604531
459.979398,885.838152
0.000000,0.000000
0.000000,0.000000
62.887763,764.578021
0.000000,0.000000
569.383186,677.388914
673.745542,926.684807
0.000000,0.000000
423.029780,948.164487
107.025435,982.822794
0.000000,0.000000
0.000000,0.000000
492.994886,839.768636
0.000000,0.000000
147.777444,460.357335
0.000000,0.000000
0.000000,0.000000
6.014810,854.194387
